GeoAreaName;GeoAreaCode;Type of product;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Kenya;0;COL;66000;66000;99000;92000;108000;125000;167000;151000;155000;138000;236000;383000;343000;379000;470000;498000;491000;463000;693000;612000;822000;838349;834717
Kenya;0;CPR;11898287;14478830;13793391;14785313;14545277;16918872;18229453;17187503;15523274;15768163;19860969;18914876;21813978;21195855;19844819;21842443;18846804;17145518;21152828;20130423;22059293;20029554;20388643
Kenya;0;CRO;14917499;16678213;16485422;16609513;16912634;19866167;20870166;20871779;20992907;23142057;23859079;23073335;25286288;25798023;26182842;27546895;25499522;26308746;27113802;27211235;30914087;30355507;30991558
Kenya;0;FEO;239669;328088;471790;320546;446689;298171;379365;447202;415140;588224;610499;246261;151196;1400179;0;1565372;1510308;1392888;1176685;1183209;1187907;1239006;1294665
Kenya;0;FOF;2518000;2032000;1592000;1642000;2152000;1899000;1810000;1750000;1928000;1766000;1708000;2066000;1313000;928000;470000;498000;491000;463000;693000;612000;822000;838349;834717
Kenya;0;GBO;30431286;30938479;32607448;33784089;36737776;36012360;33527835;57820157;61255272;57315267;58543994;59631001;58349087;57352361;58230748;59208690;64451206;60037099;62955714;74665245;85957604;76208090;77323295
Kenya;0;MEO;1073780;1377243;1458612;1318556;870235;761458;708334;2413091;654185;1316952;2147564;1279277;2450857;2798148;498660;1875326;1506857;1815176;1593873;1606283;1415981;1466452;1544466
Kenya;0;NFO;834110;1049154;986822;998010;423546;463287;328969;1965889;239045;728728;1537065;1033016;2299661;1397969;498660;309954;-3452;422288;417187;423075;228074;227447;249801
Kenya;0;NMA;446218;557550;539419;182173;231359;697001;753966;622505;880004;787417;850755;660549;592669;1093679;569862;809053;813358;930043;711808;714021;673538;712029;736900
Kenya;0;NMC;40258475;39352928;10525527;8352915;10113610;13894778;15591992;18894493;19114481;24622600;29259817;23716229;34689575;41292921;43211862;55164540;49102657;42299960;54208696;55136943;54759329;58028798;60064749
Kenya;0;NMM;40704693;39910478;11064946;8535088;10344969;14591780;16345958;19516998;19994485;25410017;30110572;24376778;35282245;42386599;43781724;55973593;49916015;43230003;54920503;55850965;55432868;58740827;60801649
Kenya;0;PET;2452000;1966000;1493000;1550000;2044000;1774000;1643000;1599000;1773000;1628000;1472000;1683000;970000;549000;0;0;0;0;0;0;0;0;0
Kenya;0;WCH;213604;167367;133700;111879;126909;161508;179542;146845;143991;140896;146177;190062;169596;173147;187674;184514;163721;150600;153133;145482;138320;145673;149547
Kenya;0;WOD;14467407;14529310;14642166;14782287;14913557;17690310;18345509;18379218;18396364;18383793;18485189;18522175;18329245;18375672;18479543;18497155;18493445;18514129;18549083;18541050;17555701;17598026;17068115
Kiribati;0;ALP;369230;363333;364532;351158;510228;564866;711985;835733;890151;972894;564775;553302;592355;616368;614284;728887;839206;807809;754064;675783;670352;689297;703782
Kiribati;0;BIM;314823;317948;325568;320292;406447;412419;482287;517735;499673;498277;499226;504178;517491;525923;533252;543002;767761;756606;689059;620822;615688;632516;645634
Kiribati;0;CPR;168000;168000;168000;168000;225750;225750;276500;286563;286563;286563;286563;286563;292950;296450;292775;292950;416500;416500;365750;305025;305025;317319;324109
Kiribati;0;CRO;115917;117151;122707;119561;151111;159066;182100;206150;195502;192941;193030;193683;196382;203465;202396;200953;275218;269368;233324;207260;214816;216209;220196
Kiribati;0;FEO;0;0;0;0;175;829;329;526;439;521;267;412;1061;447;948;1513;978;995;1013;1031;1004;1020;1056
Kiribati;0;GBO;149;149;149;149;149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kiribati;0;MEO;0;0;0;0;193;912;384;-1225;139;819;177;369;858;379;1492;1748;1554;1604;1623;1642;1573;1596;1640
Kiribati;0;NFO;0;0;0;0;18;84;56;-1751;-300;298;-89;-43;-203;-68;545;235;576;609;610;611;570;576;583
Kiribati;0;NMA;0;0;0;0;379;629;399;466;7;921;184;292;651;215;573;3374;552;589;623;656;649;671;698
Kiribati;0;NMC;35453;26118;17784;8449;116;102772;185539;264466;352711;437094;25262;10130;30370;28961;18783;116750;10195;11603;25715;13323;13319;13880;14503
Kiribati;0;NMM;35453;26118;17784;8449;495;103401;185938;264933;352719;438015;25446;10423;31021;29176;19355;120124;10748;12191;26338;13979;13968;14551;15201
Kiribati;0;WCH;27878;29736;31768;29605;26426;24558;20605;21900;14448;15571;16390;20656;24849;22663;34699;45232;72277;63353;84924;101307;89462;91720;93949
Kiribati;0;WOD;2880;2912;2944;2977;3011;3045;3083;3122;3161;3202;3243;3277;3311;3345;3381;3867;3767;7385;5061;7230;6385;7269;7379
Kuwait;0;ALP;46914523;49940385;53289829;57825098;67235020;68891721;65403470;60902738;73490826;56761917;68079635;81007199;62864844;76141682;80841238;72833761;81960915;87425276;116042844;132369541;112718826;114719773;125001537
Kuwait;0;BIM;2203276;1963523;1775941;1893102;2040214;2190640;2738066;2526487;2680418;2621665;2484122;2829331;2768984;3982526;4205474;3623606;3738930;4207071;3978645;4403994;4212031;3881915;4052650
Kuwait;0;CPR;29750;33300;65351;91615;96529;92475;108033;73788;63637;63897;96666;153874;146456;266726;325175;240426;206223;259082;262621;285717;285469;200593;204451
Kuwait;0;CRO;1571694;1484806;1260430;1304418;1478370;1626779;2137754;1927507;1972657;2018404;1806026;2111783;2082364;3152602;3250549;2751711;2877725;3168698;2943727;3399375;3162362;2889146;3004175
Kuwait;0;FEO;105158;153678;187655;263146;478180;0;1690091;2067507;2172616;-115683;1382297;1820058;0;1827197;1867301;2025122;2634490;1951733;1826119;1382148;1321457;1337597;1463979
Kuwait;0;FOF;49941482;46431004;48575114;54914860;56100194;59087822;59827752;61491132;60233818;59026134;62604681;62872002;66900173;64502337;63228193;66673817;65402546;58880456;59588449;60123588;58199373;59860471;60752698
Kuwait;0;GAS;7569342;7406334;6642054;7739100;8329914;9340452;9598752;9345132;9739818;8806134;10254681;11974002;12671173;12617337;12497193;14238817;15156646;15402356;15468949;16855888;16369840;17705290;18036998
Kuwait;0;GBO;423263;281574;282921;312394;269586;267808;276445;293299;320561;346155;346564;310667;312472;331288;381226;384622;411501;433383;440030;506191;492049;489996;509499
Kuwait;0;MEO;86704;137138;174618;241688;455140;0;1637901;2081942;2183326;-172570;1485629;1747870;0;1859503;2095969;2374563;2944754;2260181;2096856;1633849;1557016;1549190;1687291
Kuwait;0;NFO;-18454;-16540;-13037;-21458;-23040;0;-52191;14435;10711;-56888;103332;-72188;0;32306;228668;349441;310264;308448;270737;251701;235560;211593;223313
Kuwait;0;NMA;-1051774;-572457;-930176;-1217367;-1177429;50000;-1441029;-628922;-561590;-641735;-772781;-418270;50000;-489730;-735475;-497962;-736618;599842;519156;620211;556370;569930;633408
Kuwait;0;NMC;27608834;27766525;31630249;35425572;46612108;37925247;41780703;45373998;42945941;31032948;39268880;54045042;22921641;48362887;52281882;59099685;59554505;61423393;69600318;96028864;76897728;78173813;86780714
Kuwait;0;NMM;26557060;27194068;30700073;34208206;45434679;37975247;40339674;44745076;42384351;30391213;38496099;53626773;22971641;47873156;51546408;58601722;58817888;62023235;70119475;96649075;77454097;78743743;87414122
Kuwait;0;PET;42372140;39024670;41933060;47175760;47770280;49747370;50229000;52146000;50494000;50220000;52350000;50898000;54229000;51885000;50731000;52435000;50245900;43478100;44119500;43267700;41829533;42155182;42715700
Kuwait;0;WCH;15480;13572;12147;13813;13817;16761;18774;20636;20442;28698;26325;25671;33240;27905;32690;35729;34876;38265;42798;40176;42026;42869;46803
Kuwait;0;WOD;163090;150272;155093;170862;181913;186816;197060;211257;303122;164512;208542;227336;194453;204004;215834;211119;208606;307642;289470;172534;230125;259311;287722
Kyrgyzstan;0;ALP;26092437;28229014;26132771;30410035;30971647;28962863;27754305;31919840;36497021;34394473;33562075;36491583;36491206;43433445;44007156;43611484;42252796;46436816;58718627;46985945;45203019;45410689;43130043
Kyrgyzstan;0;BIM;11927907;12736658;12633231;13311194;13517823;12750920;12728197;12939865;12926881;14373822;13356492;13769279;13770661;14994552;14361637;15740337;16658217;16830516;17168679;17410290;16840649;15529178;14737828
Kyrgyzstan;0;COL;1169000;790700;1238600;1493600;1489600;1458400;1399300;1419600;1966000;1731000;1687900;1829000;2569000;2527000;2859000;3072000;2309000;2320000;2457000;2093000;2187000;2365000;2184036
Kyrgyzstan;0;CPR;4196367;4774499;4747328;4882260;5095469;4565097;4426231;4334941;4302584;4916204;4348012;4441779;4318418;4897027;4276033;5088845;5372130;5366528;5597059;5626446;5534036;4597256;4519132
Kyrgyzstan;0;CRO;4309494;4522269;4427381;4919539;4960900;4629626;4666664;4827765;4697195;5141013;4609234;4734657;4730241;5206889;4959790;5566860;6018195;6136922;6176004;6239878;5759710;5294177;5073532
Kyrgyzstan;0;FEO;35736;51712;60765;78256;71217;86575;114693;174239;226577;233897;156957;187214;294628;420737;431256;386637;361927;183610;218077;189740;195717;203033;199029
Kyrgyzstan;0;FOF;1738007;1348035;1934601;2067929;2120098;2047330;1999768;2072088;2622896;2055048;1988633;2146569;2946795;2834748;3186524;3591645;2893608;2978470;3226572;2631358;2609209;2912877;2712860
Kyrgyzstan;0;GAS;471007;481335;610001;503329;549498;506730;529568;527988;512896;223048;202933;228569;292795;224748;185524;188645;196608;208470;229572;222358;233209;275877;255453
Kyrgyzstan;0;GBO;3352503;3379594;3392710;3439533;3376701;3463296;3539577;3647902;3793464;4140971;4254843;4404926;4510951;4651010;4820487;4920906;5022355;5118849;5247334;5409293;5501310;5568332;5083686
Kyrgyzstan;0;MEO;7862253;9222789;6130048;8688984;7523268;6239566;4062595;4285541;6654251;6310299;6625768;6783524;3975305;7369059;6903716;6812926;8069045;8941932;8807974;9144675;9097389;9409953;9145466
Kyrgyzstan;0;NFO;7826516;9171077;6069283;8610728;7452051;6152991;3947902;4111302;6427674;6076402;6468811;6596310;3680677;6948323;6472461;6426289;7707118;8758322;8589897;8954935;8901673;9206920;8946438
Kyrgyzstan;0;NMA;55287;44070;320680;608469;938907;898881;1044280;1057185;1249001;1127697;1264464;1340015;1331527;1511431;1322283;1181476;856819;918015;892807;894021;882505;926405;874216
Kyrgyzstan;0;NMC;3989533;4235415;4497047;5138292;6024014;7262244;7390169;10629128;11231241;8145031;7958044;9812989;11151832;13530946;14234621;13434294;11266483;12922773;23359034;14862563;13648549;14395267;13572969
Kyrgyzstan;0;NMM;4044821;4279485;4817727;5746761;6962921;8161124;8434449;11686313;12480242;9272728;9222507;11153004;12483359;15042377;15556904;14615770;12123301;13840788;24251841;15756584;14531054;15321672;14447185
Kyrgyzstan;0;PET;98000;76000;86000;71000;81000;82200;70900;124500;144000;101000;97800;89000;85000;83000;142000;331000;388000;450000;540000;316000;189000;272000;273371
Kyrgyzstan;0;WCH;2364;1836;1926;2890;2732;2970;3892;5036;4765;5023;5068;5644;6762;7297;6380;5058;2475;2696;2398;1221;-725;-728;-758
Kyrgyzstan;0;WOD;67179;58460;63887;66972;82022;89932;91833;124221;128873;170611;139334;182273;204290;232329;298947;158668;243062;205521;145884;133452;46318;70141;62236
Landlocked developing countries (LLDCs);4;ALP;1625036783;1733418738;1796089715;1880182874;1930137477;2024771332;2130227849;2247902753;2318756797;2370029210;2526946970;2678425397;2847390446;2995586883;3071848996;3139647526;3273759502;3480941227;3645881527;3683573070;3716963297;3778783992;3751180724
Landlocked developing countries (LLDCs);4;BIM;970280018;1029355434;1050635409;1090737922;1104321761;1158553916;1207603413;1251635632;1285343302;1356475851;1407336278;1468520736;1531999668;1608818174;1660227896;1700214087;1756910452;1805203235;1844918092;1888103911;1966499390;1958202961;1956128254
Landlocked developing countries (LLDCs);4;COL;60877406;64728145;65633020;69210835;77555633;79572766;85019315;89389389;95829770;91119678;107496897;121211740;122902271;122379779;116650616;106706378;119973813;130666429;133235076;131610779;125542402;128338546;117434107
Landlocked developing countries (LLDCs);4;CPR;195214512;223763263;224200489;240826643;240975874;257897268;275357789;282222050;284916275;307377105;326051962;347271363;350951506;377027818;389355399;392712051;406756267;423508762;430768290;429179543;454451200;441016762;444573250
Landlocked developing countries (LLDCs);4;CRO;178529756;200950796;207129105;214927137;215735158;228723806;237142384;241928753;241039630;262968574;273544724;295564080;295668686;322299084;334483527;341955691;357840262;366088962;371910191;379492885;404689238;401777898;400848495
Landlocked developing countries (LLDCs);4;FEO;18146766;6987464;6635402;14662575;7098284;9724756;3621302;6652496;34665553;35499671;43836104;40192767;41486391;44278179;48004375;37910382;33270003;38050895;37710619;42169667;60644636;63191354;63058346
Landlocked developing countries (LLDCs);4;FOF;151896831;160001873;163362621;171833196;186195051;190531709;197856466;209398583;222146537;205241206;236152488;251126445;252583847;250875228;240961034;232758123;249026285;261421284;260797000;263392082;255379024;257630679;238853691
Landlocked developing countries (LLDCs);4;GAS;59840146;63020838;64335872;68549454;71244190;73099419;76204908;79310937;89063241;78543428;82768996;90087727;89468909;83145756;81196105;83103611;85555511;86802511;79895114;84704374;87456885;85841776;80541657
Landlocked developing countries (LLDCs);4;GBO;428330848;432678596;445257908;457947242;465937251;485438669;505494143;534527113;562348367;586796107;604203234;617083897;674355132;695363042;717931118;745265615;769411333;790474228;814726721;849430973;876361331;882277946;885108246
Landlocked developing countries (LLDCs);4;MEO;334585917;348903489;355204949;369978137;367416718;376085675;382478789;381627946;426851376;446719443;488384602;526775100;560498741;608089216;640721542;651561041;695668228;705024108;740127878;755972070;756950706;785340852;784417830
Landlocked developing countries (LLDCs);4;NFO;316439151;341916024;348569548;355315562;360318434;366360919;378857487;374975450;392185823;411219772;444400462;486455951;518898328;563681920;592592093;613536826;662274138;666862039;702306444;713663897;696176170;721999800;721359484
Landlocked developing countries (LLDCs);4;NMA;36174433;42810634;54597278;54141941;44703968;45553388;59780192;60554975;58476293;33522198;54983644;59277235;62588721;63944443;60068793;46998821;63281189;106608859;116906042;106258743;64195334;67860845;68950801
Landlocked developing countries (LLDCs);4;NMC;132099584;152347307;172289457;193491677;227499979;254046645;282508989;344685617;325939287;328070512;340198334;372870370;439838996;463778621;469782173;507940278;508718417;602685565;683209821;670024197;673980516;709790734;702830147
Landlocked developing countries (LLDCs);4;NMM;168274017;195157941;226886735;247633618;272203946;299600033;342289181;405240591;384415581;361592709;395073603;432003117;502308190;527804265;529938524;555114275;572154536;709292600;800038557;776105008;738134178;777609500;771780948
Landlocked developing countries (LLDCs);4;PET;31179280;32252890;33393730;34072907;37395228;37859524;36632243;40698257;37253526;35578100;45908175;39831826;40251729;45394291;43180320;43006136;43621103;44135281;47825968;47246251;42570191;43687009;40877927
Landlocked developing countries (LLDCs);4;WCH;926169;867781;864175;943758;1069444;1165823;1121992;1201591;1262672;1259822;1352846;1469116;1514031;1685202;1822125;1784560;1926860;1920599;1928024;2244646;2212102;2315057;2353947
Landlocked developing countries (LLDCs);4;WOD;167278732;171094999;173183732;176093142;180604034;185328349;188487105;191756126;195776359;198074243;202021875;206956802;209345812;212237376;216374243;218155143;220756414;222973355;225315359;227511410;228461793;230484330;223244315
Lao People's Democratic Republic;0;ALP;20895044;21263964;23854995;26276037;26751532;28544697;32970176;35816287;39452994;43527733;53352168;54910912;67293165;70115660;75250652;89576344;102278689;103419324;107800493;104610043;104016950;109517423;111623073
Lao People's Democratic Republic;0;BIM;19631578;19941673;20797879;20909237;21469279;22087362;22870781;24504577;26628291;28005904;29860723;32838661;34481877;35622242;40767067;44604474;45732827;42933649;43109719;41783846;42163835;45812210;46220407
Lao People's Democratic Republic;0;COL;0;0;0;0;0;0;23180;0;20000;56520;76580;164510;195350;565000;602240;4657670;13097000;13230500;15490300;14713562;13848628;14125600;14140263
Lao People's Democratic Republic;0;CPR;2440792;2416585;2556303;2620370;2847187;3292617;3631782;4362536;5655585;6119886;6435551;7377088;7956991;8221105;10429822;12059631;12266812;10597400;10269634;9731111;10188710;11663680;11826193
Lao People's Democratic Republic;0;CRO;3838177;3817861;4318270;4235540;4381237;4673105;4828858;5546492;6020883;6746893;7813973;9378639;9841259;10520751;13482548;15814451;15602990;14231499;14652164;12598065;12680185;14058969;14218262
Lao People's Democratic Republic;0;FEO;0;0;0;0;0;0;0;0;0;0;231111;315006;524701;795876;1132357;374343;199130;290451;243565;-26776;502729;510616;527395
Lao People's Democratic Republic;0;FOF;0;0;0;0;0;0;23180;0;20000;56520;76580;164510;195350;565000;602240;4657670;13097000;13230500;15490300;14713562;13848628;14125600;14140263
Lao People's Democratic Republic;0;GBO;9131880;9473180;9652640;9843400;10066140;9918100;10176200;10392100;10700000;10961700;11198400;11523460;12123120;12234150;12300415;12624213;13075218;13384811;13674334;14057994;14441950;14782609;14863675
Lao People's Democratic Republic;0;MEO;49695;49298;35186;3119329;2799784;3582001;7081913;7510393;8642093;10202062;10484559;10413569;13165982;14093920;13769598;14641368;14415819;13087539;12998650;11787011;10207095;10479630;10669044
Lao People's Democratic Republic;0;NFO;49695;49298;35186;3119329;2799784;3582001;7081913;7510393;8642093;10202062;10253448;10098563;12641281;13298044;12637242;14267025;14216689;12797088;12755085;11813788;9704365;9969014;10141649
Lao People's Democratic Republic;0;NMA;3637;2635;5410;16130;15000;48539;41500;25900;26100;40160;69412;5083817;5198376;5248041;411022;455000;690371;1244256;910171;921722;1312085;1361288;1411754
Lao People's Democratic Republic;0;NMC;866268;873486;2613813;1803560;2041927;2339319;2360419;3143160;3409868;4410310;11288334;4657280;11963676;12106608;16655096;22312965;24922753;29789685;32572697;31976881;33115263;34338905;35683135
Lao People's Democratic Republic;0;NMM;869905;876121;2619223;1819690;2056927;2387858;2401919;3169061;3435969;4450471;11357746;9741097;17162051;17354649;17066118;22767965;25613124;31033941;33482868;32898603;34427348;35700194;37094889
Lao People's Democratic Republic;0;WCH;29836;31786;34089;30548;30789;27440;27701;29109;30019;31332;31298;34502;34445;39239;60539;62861;57734;59394;60708;65171;71132;73290;75214
Lao People's Democratic Republic;0;WOD;4190893;4202260;4236577;4179378;4143927;4176100;4206239;4174340;4221803;4146093;4381502;4524972;4526062;4606996;4493743;4043318;4730073;4660545;4452879;5331505;4781858;5233662;5237063
Latin America and the Caribbean;3;ALP;6335783580;6478077644;6545038852;6779398185;7088951376;7272449419;7576594495;7993281694;8206814939;8099206516;8418265878;9121709882;9387113897;9623870918;9576759222;9608992112;9612294477;9720764963;9736998985;9840822212;9746373813;9917542909;10065139481
Latin America and the Caribbean;3;BIM;3341198708;3442337893;3536851938;3743775837;3809933985;3810595680;3924352100;4142904619;4367972434;4301901240;4453678869;4543944124;4546072985;4767987977;4787736872;4848656515;4830174524;4979569031;4894440882;5035797629;5052703967;5017453591;5043685617
Latin America and the Caribbean;3;COL;43468198;44143348;46257614;49383343;48007361;54348053;55128141;61862905;58273759;53806259;62304150;71648043;67194934;78045482;70157520;78177113;73945839;54285458;65114874;75437304;34595570;58286876;57886175
Latin America and the Caribbean;3;CPR;742203844;800988643;806196179;888740607;898425308;898238752;941783920;1063736510;1160382030;1096026727;1204679698;1233129108;1246563174;1368977996;1377130092;1424251098;1391402832;1509763953;1436621706;1543760453;1555997313;1510715323;1527089898
Latin America and the Caribbean;3;CRO;897771581;924061238;956031396;1012457836;1029042548;1021320258;1088613603;1191322485;1313872931;1311934300;1361177569;1399116834;1381435543;1478868944;1487834340;1501882054;1494732350;1518140988;1497401734;1525441775;1514466143;1495498253;1507082551
Latin America and the Caribbean;3;FEO;78067589;65490649;64479616;85650911;81762683;88218907;115307416;131704759;115117559;91279592;96655230;165356256;135649891;30391739;118856804;106959834;79100032;93532722;88272535;77046747;66896023;69798046;71152267
Latin America and the Caribbean;3;FOF;473514551;484203903;485709355;487406056;490766323;506517481;531227203;524219600;520942577;530177460;537999181;558040955;548573756;572001026;558139497;552363925;540461369;496485804;486636730;478858775;441707761;494430024;493059359
Latin America and the Caribbean;3;GAS;99919475;105414571;109520564;115951033;126313657;129171376;134425119;135456579;139560957;139299985;150387221;152790925;161805088;165938851;169156426;171453319;177768272;173348587;178464898;167945975;167035959;183129448;182230640
Latin America and the Caribbean;3;GBO;1419610709;1449132041;1499105308;1558534592;1596184103;1611939499;1617626353;1604302114;1616034746;1624063606;1613938780;1619748563;1619443657;1623330928;1632467685;1638438997;1654576201;1656792306;1660510730;1678472145;1696603758;1723557019;1719470047
Latin America and the Caribbean;3;MEO;1116971566;1177753874;1177415168;1258762482;1376796350;1432449083;1503059901;1581733311;1545438931;1561601606;1592100436;1710349466;1771406151;1748628774;1862891062;1926559181;2016213177;2024214391;2090326723;2117764356;2043741350;2087607093;2129690015
Latin America and the Caribbean;3;NFO;1038903977;1112263224;1112935552;1173111571;1295033667;1344230176;1387752486;1450028553;1430321372;1470322014;1495445206;1544993210;1635756260;1718237035;1744034258;1819599347;1937113145;1930681670;2002054188;2040717609;1976845326;2017809047;2058537749
Latin America and the Caribbean;3;NMA;63898278;63210337;60630791;66486321;79277682;70799377;70230603;79964888;79594439;72164265;67808076;118629389;119812894;122766386;119546855;114488479;124811403;113661319;115320964;115129243;109323878;117575452;121109500
Latin America and the Caribbean;3;NMC;1340200478;1310571637;1284431601;1222967488;1332177035;1452087798;1547724687;1664459276;1692866558;1633361947;1766679315;2190745949;2401248111;2412486755;2248444935;2166924012;2100634004;2106834418;2150273687;2093272207;2098896857;2200476748;2277594990
Latin America and the Caribbean;3;NMM;1404098756;1373781974;1345062392;1289453810;1411454717;1522887175;1617955290;1744424164;1772460997;1705526212;1834487391;2309375338;2521061005;2535253141;2367991790;2281412491;2225445407;2220495737;2265594650;2208401451;2208220735;2318052200;2398704490
Latin America and the Caribbean;3;PET;330126878;334645985;329931177;322071681;316445306;322998051;341673943;326900116;323107861;337071216;325307810;333601988;319573734;328016693;318825551;302733494;288747258;268851759;243056958;235475496;240076232;253013701;252942543
Latin America and the Caribbean;3;WCH;18901089;15604982;16666541;13336893;18339942;17430784;15337713;15104647;15178332;14530098;11339810;15391982;11243272;11836829;9751369;10081393;8705823;9640464;12409529;9963721;10071378;10648236;10891967
Latin America and the Caribbean;3;WOD;262711484;252550990;258852515;270705910;267942084;261666387;260990511;268438863;262504396;255346509;262543012;276557637;287387339;284973280;280553386;274002973;280757319;285231320;287497184;278159536;275565375;277034761;279151153
Latvia;0;ALP;15277508;15939789;17667870;19263311;21795016;25065620;28280096;32929494;29466120;17466124;19968457;23083005;23191042;25052538;23937590;25599048;22966988;25712467;28014359;28128097;28172816;30390708;
Latvia;0;BIM;6940458;6164055;6672560;5561075;6162697;6377923;5933213;6884280;4192667;4384417;2989618;3536507;4260484;4647727;5554822;6379461;6450409;6118012;6027320;7268190;8321637;7831794;
Latvia;0;COL;97675;117303;376627;-1369;-73689;175095;351501;-275495;93556;29638;-291354;46698;-253248;160020;-289740;59904;-552812;-624995;-237663;-382496;-701372;-883096;
Latvia;0;CPR;235569;247208;285727;258376;310669;383410;339410;435374;481051;464917;429848;420484;566244;526031;494929;747758;696818;711913;494339;833920;924414;827982;
Latvia;0;CRO;2498241;2373045;2775212;2527282;2653220;2584716;2412436;2452208;2216843;1993660;1622751;2165053;1899655;1950217;2070276;2137161;2028974;2137664;2230021;2103426;1887711;1871399;
Latvia;0;FEO;-143853;-55722;-22317;56356;-55283;-243718;-122055;87197;-30508;-296529;-117128;-102948;-109471;-92965;64548;-18311;136604;-48784;79243;29688;23825;-43048;
Latvia;0;FOF;2408239;2424341;2770386;2654570;2549935;2876823;3402492;2914267;3134984;2495703;2291958;2609291;2274462;2783049;2130590;2705977;2030641;2478080;2753557;2412657;1818190;1430949;
Latvia;0;GAS;911795;948357;1105420;1344870;1011466;1209440;1255587;1209324;1188946;1093379;1206457;1152321;1103944;1165700;1018680;1025582;1055893;1403271;1111447;1070028;803188;636758;
Latvia;0;GBO;1743063;1823925;1837271;1787791;1754160;1816086;1775187;1876033;1798990;1786829;1798513;1809993;1858706;1936310;1998450;1984441;1952249;1915365;1879461;1884559;1882785;1847581;
Latvia;0;MEO;-33199;46597;145493;269628;180709;-31733;145115;351252;87207;-317879;-123328;-110940;-38355;491;134905;63993;209262;50455;135262;123248;58892;41938;
Latvia;0;NFO;-27269;-20850;-17150;-8134;-8956;-12931;-15301;-19733;-19820;-18089;-22176;-92244;-67495;-9076;-5497;-2481;2756;5766;9127;10400;9660;3083;
Latvia;0;NMA;200815;254283;233863;300273;336233;337858;356913;374229;425374;312634;463627;416299;567058;557317;456449;652465;632283;747778;697274;742712;689845;788701;
Latvia;0;NMC;5336986;6734850;7467891;10034144;12022112;14781480;17536585;21440538;21448106;10597878;15140307;17663403;16806772;17863343;16496162;16398923;14181100;17208471;19283273;18403843;18310376;21043073;
Latvia;0;NMM;5867991;7225213;8007904;10699727;12863686;15891517;18873071;22800242;22200534;11090232;15100639;17493970;16864702;17924536;16361861;16457299;14175705;17325310;19290014;18375675;17893148;20910804;
Latvia;0;ONT;0;0;647;95;0;0;2;3948;310;75;374;3213;786;2237;992;2938;2125;3599;1452;1012;350;729;
Latvia;0;PET;2186615;2184620;2257795;2511829;2468836;2535637;2865262;3007391;2885300;2345659;2379081;2282282;2243905;2318528;2176129;2387015;2377577;2886812;2763390;2568373;2290447;2066870;
Latvia;0;WCH;80008;47499;35697;45058;65425;79250;67314;91717;95276;111069;111766;115803;42399;72278;91316;56485;105026;92860;111700;101755;110921;113634;
Latvia;0;WOD;2137058;1384455;1398981;614248;1070976;1220396;1028539;1740884;-610129;-95266;-1157270;-1114834;-369291;-52405;680826;1239166;1469072;1105012;1102334;2169760;3373863;3019665;
Least Developed Countries (LDCs);4;ALP;1868971154;1976866277;2044448553;2156871344;2187196131;2352598409;2462667324;2537210957;2651505898;2782313369;2994914612;3030257405;3346438684;3494350166;3428241914;3529054594;3714257693;3829595194;4133139607;4186079815;4190991240;4262391624;4351816008
Least Developed Countries (LDCs);4;BIM;1545735806;1604398532;1629569811;1710809616;1716901618;1816173880;1872532321;1927601008;1991290225;2075957930;2183218035;2207600944;2282230523;2360165408;2419459341;2434837077;2506368092;2578231420;2603465774;2646868508;2728911564;2745242631;2775344611
Least Developed Countries (LDCs);4;COL;2641452;2875930;2616087;3159269;2712551;3103219;3234977;3702140;4192566;4617951;5227582;7227355;8439408;8702400;10391483;17210815;21466318;20765955;30988303;33843664;33910158;31593109;31821226
Least Developed Countries (LDCs);4;CPR;292075174;313785871;309478119;340555409;328414802;367986442;384684945;397317058;417537018;444822695;486124590;488835672;510545203;530672107;550874919;538088041;560178134;581474094;606227185;600839004;625528405;624287080;635778975
Least Developed Countries (LDCs);4;CRO;314237439;331220592;333895735;360024069;361074167;392213488;407122207;421010627;431107242;463224945;503671269;513400212;526270880;558975991;572212174;572403449;592693944;616342029;634389820;645704929;671063947;681355547;695014865
Least Developed Countries (LDCs);4;FEO;5437772;1863889;1871943;3943829;3400873;5508603;16090179;-1506574;7707568;17283098;11168574;20310495;17004619;24673659;35274704;26229408;24095570;21526638;18733148;17362592;18702063;19347352;20113248
Least Developed Countries (LDCs);4;FOF;23632608;25136353;25839334;28869428;30940324;31941085;36136801;36817659;36602094;39627976;40986144;43668408;41602705;48179911;50326157;59489930;63813929;65387728;73348645;78345145;75719697;72544433;73604668
Least Developed Countries (LDCs);4;GAS;7749369;8259303;8894446;9732174;;;;;;;;;19245894;21699175;22701364;27012743;26394764;26690383;25727212;25392891;25087321;25162110;25847093
Least Developed Countries (LDCs);4;GBO;613487364;627000472;651688829;668748240;680903390;704031072;722597666;747039082;775065049;795670977;818106024;825121123;864222475;884598440;906214527;931414353;955178587;978642144;958196876;991286268;1020127892;1023463408;1038924603
Least Developed Countries (LDCs);4;MEO;80122265;95665330;104124171;112895846;112095263;134843036;160126937;158638923;192052518;212003294;246250662;278455256;299609972;336198789;359908771;372999227;403019157;469677340;497614901;493642721;579588583;604353208;634227162
